gene_id	gene_name	zscore	effect_size	pvalue	var_g	pred_perf_r2	pred_perf_pval	pred_perf_qval	n_snps_used	n_snps_in_cov	n_snps_in_model	chrom	IS_POSITIVE	qvalue	PROB
ENSG00000249167	SEMA6A-AS2	0.86808830499649	2.84400133059746	0.3853	0.0001910860244571	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000048140	TSPAN17	0.623233447964436	0.563653070804538	0.5331	0.0024502437617889	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000164466	SFXN1	1.63343561432569	0.230057654172004	0.1024	0.101705135654802	NA	NA	NA	3	3	4	5	0	0.74739512195122	0.25260487804878
ENSG00000170469	SPATA24	-0.870437460922907	-0.129016586133748	0.3841	0.0914792626698322	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000153347	FAM81B	-1.33071231488573	-0.144777978932531	0.1833	0.169687425301484	NA	NA	NA	3	3	3	5	0	0.921891176470588	0.0781088235294117
ENSG00000164252	AGGF1	0.818090586305921	0.950184246439286	0.4133	0.0014977724807565	NA	NA	NA	4	4	4	5	1	1	0
ENSG00000123213	NLN	-5.13508653640747	-1.13105678122172	2.82e-07	0.0430648350021489	NA	NA	NA	1	1	1	5	1	7.85009302325581e-06	0.999992149906977
ENSG00000185261	KIAA0825	-0.291984144926433	-0.147357393056773	0.7703	0.0078933380935617	NA	NA	NA	3	3	5	5	1	1	0
ENSG00000113209	PCDHB5	0.389888918565844	0.023259059568652	0.6966	0.564898602243927	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000171421	MRPL36	-0.254071921110153	-43190973261665	0.7994	6.96366401972946e-32	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000170091	HMP19	0.697197129438466	0.0396876091375052	0.4857	0.657059223160088	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000155846	PPARGC1B	-1.34441833554502	-0.0622481719418874	0.1788	0.941046597995339	NA	NA	NA	3	3	3	5	0	0.90406329113924	0.0959367088607596
ENSG00000169777	TAS2R1	0.958269003354738	0.160109999522185	0.3379	0.0720273416107873	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000094880	CDC23	-0.327884488632907	-0.29534955624696	0.743	0.0025392535737221	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000178187	ZNF454	-2.47219006275576	-0.213202741050353	0.01343	0.361470973212849	NA	NA	NA	6	6	6	5	0	0.18062595505618	0.81937404494382
ENSG00000261934	PCDHGA9	5.05383974051742	0.856292414384717	4.33e-07	0.068359219872034	NA	NA	NA	3	3	3	5	1	1.12674130434783e-05	0.999988732586957
ENSG00000156463	SH3RF2	0.18981779673439	0.134768639113185	0.8495	0.0040653842664619	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000164904	ALDH7A1	0.0913175852179696	-0.0014293028337062	0.9272	0.189812284866202	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000086189	DIMT1	0.493079124752397	0.311934285851725	0.622	0.005015279348103	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000152684	PELO	-1.39416432380676	-1.3453665105655	0.1633	0.0022340330194352	NA	NA	NA	1	1	1	5	0	0.876547533632287	0.123452466367713
ENSG00000228672	PROB1	7.15451711637327	3.33004572541865	8.397e-13	0.008812116095347	NA	NA	NA	2	2	3	5	1	4.0204836e-11	0.999999999959795
ENSG00000243304	CTC-428G20.1	0.639997839927673	0.55398190863015	0.5222	0.0026800220402944	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113194	FAF2	-0.128201400604227	-0.0223730352238813	0.898	0.066862851744587	NA	NA	NA	4	4	6	5	0	1	0
ENSG00000247679	RP11-1277A3.1	-1.46630769727215	-0.129006331363634	0.1426	0.259203366347763	NA	NA	NA	3	3	4	5	0	0.845010891089109	0.154989108910891
ENSG00000170445	HARS	3.19195985794067	0.598259560975443	0.001413	0.0566038921224663	NA	NA	NA	2	2	3	5	1	0.0241623	0.9758377
ENSG00000250337	LINC01021	-1.40455722808838	-0.655285099002918	0.1602	0.009350896933867	NA	NA	NA	1	1	1	5	0	0.876547533632287	0.123452466367713
ENSG00000204965	PCDHA5	-2.22991264503661	-1.55689212705072	0.02575	0.0041087778053624	NA	NA	NA	3	3	4	5	0	0.29355	0.70645
ENSG00000251664	PCDHA12	2.10148635497796	0.581989159215624	0.0356	0.0261963000166239	NA	NA	NA	3	3	3	5	0	0.380475	0.619525
ENSG00000164292	RHOBTB3	0.459502995014191	0.367592617709714	0.6459	0.0031434364352909	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000127184	COX7C	0.957665962270203	0.268873867019837	0.3382	0.0258918156419367	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000164185	ZNF474	-0.864786446094513	-0.812108218095147	0.3872	0.0026754327308097	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000145569	FAM105A	-1.65701760352297	-0.126078243625849	0.09752	0.347430062428688	NA	NA	NA	2	2	3	5	0	0.728311304347826	0.271688695652174
ENSG00000145604	SKP2	-0.870506681430443	-0.153556714622922	0.384	0.0647027151278192	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000156475	PPP2R2B	1.08202807303061	0.0931235125676529	0.2792	0.273305827002539	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000251556	RP11-118M9.3	6.33923964585209	1.60012797220221	2.309e-10	0.0307328809927394	NA	NA	NA	4	4	5	5	1	8.637103125e-09	0.999999991362897
ENSG00000168944	CEP120	-0.0844470694371817	-0.0078773493138903	0.9327	0.231873429865826	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000253404	AC034243.1	-0.641316371418073	-0.119115597717209	0.5213	0.0586489204813619	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000224993	RPL29P12	-0.551010263600586	-0.381083137843209	0.5816	0.0042854628831694	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000244363	RPL7P23	1.5062929391861	0.447645517490396	0.132	0.0228302970373757	NA	NA	NA	1	1	1	5	0	0.839140414507772	0.160859585492228
ENSG00000175416	CLTB	-9.24615976959174	-0.976553858591426	2.327e-20	0.169149040198184	NA	NA	NA	2	2	2	5	1	2.14263e-18	1
ENSG00000134352	IL6ST	-1.0750105381012	-0.403417257349154	0.2824	0.0142820686839129	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113593	PPWD1	-0.763833577335693	-0.0329103092823042	0.445	1.09207726818145	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000247796	CTD-2366F13.1	-0.546507716178894	-0.142747721092803	0.5847	0.0294711765829141	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000249797	LINC02147	0.828549411273484	0.267041591326334	0.4074	0.0193270439705571	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000204969	PCDHA2	-1.3614273457494	-0.183838872955708	0.1734	0.109998366693818	NA	NA	NA	3	3	3	5	0	0.90406329113924	0.0959367088607596
ENSG00000253910	PCDHGB2	-3.47311835494029	-2.01255901018967	0.0005144	0.0059309870238839	NA	NA	NA	3	3	4	5	1	0.00919010149253731	0.990809898507463
ENSG00000155850	SLC26A2	0.42876959516273	0.427547600705698	0.6681	0.002017218653504	NA	NA	NA	3	3	4	5	0	1	0
ENSG00000172262	ZNF131	0.0242412294135281	0.0037559948330202	0.9807	0.0819324642633418	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000113161	HMGCR	-0.179484859108925	-0.0441883485383386	0.8576	0.0331521446292939	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000027847	B4GALT7	1.05738258361816	0.310498820280512	0.2903	0.0232706371903546	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000050748	MAPK9	10.4495643219342	1.00484305411389	1.472e-25	0.195228303806325	NA	NA	NA	2	2	2	5	1	1.95776e-23	1
ENSG00000164402	SEPT8	1.12292587757111	1.19373087736811	0.2615	0.001775389494576	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000223361	FTH1P10	0.0547507964074611	0.0615469516165771	0.9563	0.0015904798515158	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000170234	PWWP2A	1.66540086269379	0.314994318756853	0.09583	0.0566826744680266	NA	NA	NA	1	1	1	5	0	0.721437169811321	0.278562830188679
ENSG00000271828	CTD-2310F14.1	-1.16923236846924	-1.29215898046268	0.2423	0.0016732242715202	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000230612	AC004237.1	-0.545512115574996	-0.0869433734817334	0.5854	0.0810625490465098	NA	NA	NA	5	5	5	5	1	1	0
ENSG00000040275	SPDL1	-0.646710151106582	-0.0601396093917398	0.5178	0.23261479161044	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000164180	TMEM161B	-2.94268345832825	-0.220630932625698	0.003254	0.365102968960832	NA	NA	NA	1	1	1	5	0	0.0512505	0.9487495
ENSG00000074276	CDHR2	7.88952570621499	1.54877862417678	3.033e-15	0.0502509556773883	NA	NA	NA	3	3	3	5	1	1.72881e-13	0.999999999999827
ENSG00000158985	CDC42SE2	-0.870491347328659	-0.0802467622233746	0.384	0.239966041536027	NA	NA	NA	6	6	7	5	0	1	0
ENSG00000171530	TBCA	1.1725332736969	0.300038230023575	0.241	0.0306663396648852	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000279737	RP11-79C6.2	1.02388487786995	0.362725538745943	0.3059	0.0160142845649103	NA	NA	NA	2	2	2	5	1	1	0
ENSG00000113638	TTC33	-0.216297313570976	-0.198394495975188	0.8288	0.0024200064475136	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000178722	C5orf64	-0.33995932247064	-0.0234021599139706	0.7339	0.43743739372983	NA	NA	NA	4	4	6	5	0	1	0
ENSG00000113719	ERGIC1	-0.710395336151123	-0.464990037932054	0.4775	0.0057404824423752	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000269961	CTD-2033C11.1	-0.243520914102377	-0.0695340266719628	0.8076	0.0254151340200178	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000134986	NREP	-0.338525772094727	-0.141453039194075	0.735	0.0116169034523015	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000215325	ASS1P10	0.657164738291	0.103050637683557	0.5111	0.0818076233837374	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000253141	CTB-164N12.1	0.455447971820831	0.438194858177443	0.6488	0.0021697175743688	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000113578	FGF1	-0.0957180636164896	-0.0310068005788401	0.9237	0.0217240140647044	NA	NA	NA	5	5	5	5	0	1	0
ENSG00000242198	CTD-2235C13.1	-1.09837675094604	-0.098535589995198	0.272	0.249311406472744	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000236714	LINC01844	0.928965449333191	0.436676255923734	0.3529	0.0100804013750795	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000271874	CTD-2024P10.2	0.882885366784094	0.190149374798799	0.3773	0.0432003615441799	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000271207	MTCO1P22	6.38112640380859	0.993903111557372	1.758e-10	0.0798612790082012	NA	NA	NA	1	1	2	5	1	6.78814838709677e-09	0.999999993211852
ENSG00000037241	RPL26L1	-1.30955326557159	-1.42893522240807	0.1903	0.0016843202239822	NA	NA	NA	1	1	1	5	0	0.93184780876494	0.0681521912350598
ENSG00000273841	TAF9	0.83806620061393	0.375908927962334	0.402	0.009977520562653	NA	NA	NA	2	2	3	5	0	1	0
ENSG00000197603	C5orf42	-0.0674141222826429	-0.0159252288142191	0.9463	0.0359726368834833	NA	NA	NA	4	4	4	5	0	1	0
ENSG00000131730	CKMT2	1.17587460602361	0.757562821567157	0.2396	0.0049113289955585	NA	NA	NA	6	6	7	5	0	1	0
ENSG00000120738	EGR1	-3.62498617172241	-2.47560946035155	0.000289	0.0042508437518727	NA	NA	NA	1	1	1	5	0	0.005405203125	0.994594796875
ENSG00000259663	CTD-2314G24.2	3.43204784195042	0.818389151799531	0.000599	0.0351751614522226	NA	NA	NA	4	4	4	5	1	0.0105441617647059	0.989455838235294
ENSG00000081189	MEF2C	0.113684480235644	0.0404654407644774	0.9095	0.0158325017728216	NA	NA	NA	5	5	9	5	0	1	0
ENSG00000245812	LINC02202	0.130823824138307	0.0091858104862805	0.8959	0.414315443105568	NA	NA	NA	3	3	5	5	0	1	0
ENSG00000039123	SKIV2L2	-3.04288136137722	-0.277532222716854	0.002343	0.243169798512112	NA	NA	NA	4	4	4	5	1	0.0384187808219178	0.961581219178082
ENSG00000113712	CSNK1A1	-0.430751591920853	-0.299223217685907	0.6666	0.004162309401099	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000188242	PP7080	-2.4351746657246	-0.333761096721702	0.01488	0.106311512908209	NA	NA	NA	5	5	5	5	0	0.197904	0.802096
ENSG00000113163	COL4A3BP	-1.32700525154142	-0.305767351705748	0.1845	0.0377824778220762	NA	NA	NA	2	2	3	5	0	0.922832365145228	0.0771676348547718
ENSG00000164406	LEAP2	0.799004137516022	0.293561910696535	0.4243	0.0148720597442598	NA	NA	NA	1	1	3	5	0	1	0
ENSG00000152503	TRIM36	-0.250977400288525	-0.0218610468753216	0.8018	0.274955811458036	NA	NA	NA	3	3	3	5	0	1	0
ENSG00000249295	RP11-241G9.3	-0.454411538189656	-0.0693775804821774	0.6495	0.0861495273731873	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000233937	CTC-338M12.4	1.99338470470118	0.130761220992208	0.04622	0.466654973517033	NA	NA	NA	8	8	9	5	0	0.445075	0.554925
ENSG00000118322	ATP10B	1.60589039325714	0.955817234051279	0.1083	0.0056559447109003	NA	NA	NA	1	1	1	5	0	0.756476162790698	0.243523837209302
ENSG00000224431	AC063976.7	0.849333047866821	0.809864772382878	0.3957	0.0022265575263846	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000134061	CD180	-0.213474348187447	-0.483728206657134	0.831	0.00039269128567	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000250101	RP11-1252I4.2	0.575745005216675	0.19307821143501	0.5648	0.0178286662852502	NA	NA	NA	4	4	5	5	0	1	0
ENSG00000122203	KIAA1191	1.15026676654816	0.159726552799102	0.25	0.104705772787991	NA	NA	NA	1	1	1	5	0	1	0
ENSG00000251513	LIX1-AS1	1.29897515833436	0.0767130235334425	0.194	0.576187375995022	NA	NA	NA	2	2	2	5	0	0.93184780876494	0.0681521912350598
ENSG00000112936	C7	0.0022409276571124	0.0024523397496304	0.9982	0.0019977210236311	NA	NA	NA	1	1	2	5	0	1	0
ENSG00000113273	ARSB	-0.964839463687267	-0.13171397485661	0.3346	0.108023276521713	NA	NA	NA	5	5	6	5	0	1	0
ENSG00000254122	PCDHGB7	0.895235549079239	0.0534092786384508	0.3707	0.566597851294004	NA	NA	NA	2	2	2	5	0	1	0
ENSG00000169271	HSPB3	1.46836758934295	0.292897964633255	0.142	0.0513392405218406	NA	NA	NA	8	8	9	5	0	0.845010891089109	0.154989108910891
ENSG00000145934	TENM2	1.57111247491593	0.652197396322625	0.1162	0.0117022012468419	NA	NA	NA	3	3	4	5	1	0.785827118644068	0.214172881355932
ENSG00000250159	RP11-381K20.2	-0.0526334047317504	-0.0373058392213527	0.958	0.0039987942460534	NA	NA	NA	1	1	2	5	0	1	0
